Dstar_OWNPV_X Dstar_OWNPV_Y Dstar_OWNPV_Z Dstar_ENDVERTEX_X Dstar_ENDVERTEX_Y Dstar_ENDVERTEX_Z D_ENDVERTEX_X D_ENDVERTEX_Y D_ENDVERTEX_Z K_PX K_PY K_PZ Pd_PX Pd_PY Pd_PZ Ps_PX Ps_PY Ps_PZ
0.4765 -0.06 -29.4903 0.695518868898 1.2076850943 -11.0218483855 0.7317 2.0088 -0.0261 -494.91 4538.04 68823.48 909.79 5473.55 68169.41 63.2026152905 799.318771623 10589.4875688
0.4869 -0.0171 2.629 0.345444092414 -0.276689039505 9.20238934549 0.9161 -0.8161 17.0747 557.87 -994.39 6229.6 1870.66 -1302.39 27293.69 137.873498582 -173.110889987 2430.63596498
0.4125 0.019 -74.076 0.307275686427 0.513385634253 -68.6351940841 0.1606 0.647 -59.8869 -230.7 -482.63 7130.51 -388.75 993.54 29039.57 -64.7974742786 37.7733364914 2106.05486027
0.4125 0.019 -74.076 0.297145900028 0.519944060426 -68.06973536 0.1606 0.647 -59.8869 -230.7 -482.63 7130.51 -388.75 993.54 29039.57 -69.6684424432 40.590333306 2262.81391092
0.4799 0.021 -2.8304 -0.109315632361 -0.0465107176888 3.58331333084 0.0034 -0.0238 2.2963 -4521.45 -807.3 45230.59 -647.42 -451.87 17112.92 -323.146689343 -46.999072351 3971.26709166
0.4653 -0.0478 1.2204 -1.32503943107 -0.563668632499 61.0604033842 -0.5508 -0.439 28.0124 -392.66 -647.33 16869.29 -1746.7 301.38 74529.51 -102.420745157 -47.6652601965 5109.96141649
0.3998 0.0106 -52.5108 -0.062435041717 0.995999909559 4.923642723 0.2464 0.6528 -11.582 -497.41 1337.11 30547.84 -1566.02 945.49 79531.66 -144.863979041 152.176017739 6619.20636775
0.5 -0.0202 70.1476 0.258027143043 0.198897856469 90.6713380097 0.3273 0.1951 86.3364 -488.86 -506.47 45838.32 -488.13 620.31 11319.65 -113.380607192 83.3925489623 7844.93753708
0.5392 0.0238 -12.8746 0.544010984996 0.663218836906 -5.73990825835 0.7858 1.2063 1.9234 1276.75 2850.8 29136.99 480.53 977.85 25191.76 190.79546162 418.268863388 6645.15629096
0.5482 0.0324 -46.7584 0.332797201543 0.426508305905 -41.1246429554 -1.7672 -0.5926 -6.9435 -2098.46 -1240.33 47942.58 -3052.22 -1261.62 35896.23 -405.882739428 -214.10506671 7137.75394801
0.4843 0.0423 -44.7086 2.3472385926 0.224212282552 19.0053266378 1.561 0.3065 -12.5185 755.52 316.93 48467.51 667.44 -454.78 8576.34 169.19545485 -20.1533004593 5486.32467171
0.5255 -0.0014 -37.8287 0.235926125571 -0.0946382998812 -27.9772940207 -0.242 -0.1859 -13.2079 -406.37 474.47 28422.45 -1889.0 -912.04 42502.43 -73.8188099594 14.0029423746 4022.30831252
0.4575 0.0235 9.9301 1.29210143092 0.405441248798 27.1211495403 0.696 0.3074 17.9849 646.34 786.72 8615.22 1481.43 -441.08 24165.49 213.042113664 0.39495387132 3082.92772867
0.4575 0.0235 9.9301 1.21144640004 0.390974596198 25.9256490392 0.696 0.3074 17.9849 646.34 786.72 8615.22 1481.43 -441.08 24165.49 59.4456980193 16.406125649 2172.9651156
0.4325 0.0096 -68.7431 -0.413884338018 2.60265918726 -121.907920251 0.3182 -0.4859 -56.2142 -458.4 -795.08 25512.21 1115.9 -1967.33 33348.88 131.61798519 -381.959939704 7136.30348733
0.5045 0.0476 10.8749 1.45568536936 1.03671315966 38.6130542962 1.0029 0.6176 26.4162 1988.42 2499.62 54771.75 395.54 -290.46 9600.95 157.792774789 144.316457348 4820.45944287
0.4926 0.0261 -62.0304 -0.65537123352 -0.403676085113 -30.6544086819 -1.295 -1.0709 -5.3257 -1261.76 -899.13 62246.54 -953.86 -1407.9 25341.91 -141.593950669 -176.432075732 5549.38084798
0.4926 0.0261 -62.0304 -1.1494318994 -0.920217939591 -11.032736879 -1.295 -1.0709 -5.3257 -1261.76 -899.13 62246.54 -953.86 -1407.9 25341.91 -166.368341557 -112.711655252 6007.36987296
0.4535 0.0636 26.4395 0.823972783104 0.882027711292 -20.840335035 -0.1024 0.4468 49.7638 -957.08 327.72 21770.89 542.93 -522.49 9893.62 -36.5187738518 -60.2606819195 2769.31371886
0.4729 0.0156 -31.0806 -0.688136647213 0.391544120957 10.2971768292 -0.2257 0.0072 -5.0861 24.94 -305.09 6899.68 -1269.39 1337.67 33990.8 -145.829738978 34.0442823604 3335.02960499
0.4624 0.0583 -8.7082 0.0909105375645 -1.97376257992 64.9624323645 0.4153 -0.2375 2.8281 691.76 -856.64 18393.05 -884.35 -174.86 18513.5 -17.1589318634 -47.6192274053 4222.93666515
0.4624 0.0583 -8.7082 0.432162883827 -0.144912951712 -0.470581479611 0.4153 -0.2375 2.8281 691.76 -856.64 18393.05 -884.35 -174.86 18513.5 35.5582307928 -25.4383872215 2380.00845981
0.5039 0.0297 -53.5465 1.26687094654 -2.06869883744 -36.3748283448 1.8095 -3.0629 -27.2325 5481.73 -11029.56 99447.36 1044.58 -859.6 10173.15 370.748893377 -700.724618781 6579.72401418
0.4489 0.0164 58.4158 0.487078649706 0.034453286841 61.3322412486 0.5023 0.0398 64.2133 -406.7 -647.38 12426.49 575.16 701.94 19204.28 -78.9504689114 -26.0052440173 3123.49415091
0.4525 0.0305 9.6609 -0.324082428593 -0.227272502943 -90.8350716694 0.5023 0.0398 64.2133 -406.7 -647.38 12426.49 575.16 701.94 19204.28 40.7390632656 22.0823866164 2554.66976438
0.3931 0.035 52.1662 0.230966568023 -0.0481197283626 13.1691090321 0.5023 0.0398 64.2133 -406.7 -647.38 12426.49 575.16 701.94 19204.28 -0.505007353439 41.8879238147 2173.19628814
0.4489 0.0164 58.4158 0.485068900567 0.0342106432804 60.976831157 0.5023 0.0398 64.2133 -406.7 -647.38 12426.49 575.16 701.94 19204.28 26.2733835409 95.5367664303 2759.90196528
0.4217 -0.0243 -43.662 -0.5220026388 0.397830202452 1.55713676276 -1.3824 0.443 31.0447 -778.66 469.7 12189.89 -916.26 -380.73 45959.57 -71.0109681835 49.6553937451 4387.34441596
0.5282 0.0435 75.4109 0.18570564244 -2.18116505328 41.2442425303 0.4207 0.7503 89.2663 619.85 1087.35 13564.9 -297.56 2940.87 52410.62 -5.1770269332 313.448341486 5365.74000933
0.4195 0.0007 6.6187 0.382236620964 -1.64777840279 -27.1160912354 0.4631 0.5539 17.7492 862.36 1990.83 35718.48 -762.56 735.36 19833.06 13.0456577365 78.0339402871 2352.54000856
0.4407 0.0488 27.8563 0.515580068929 0.254277181481 26.0126552398 0.0673 -0.1515 33.601 -1872.37 -2175.52 31433.6 -158.27 325.75 3009.43 -77.7986339558 -96.184460508 1983.82653085
0.5359 -0.0193 52.312 1.26887297179 0.0175452148251 56.7641385569 2.3147 -0.1884 62.0316 1389.02 -697.42 9232.39 8859.05 -1336.84 42443.35 980.741543777 -220.120308438 4899.53013452
0.4373 0.0155 38.3447 0.483104402458 0.52709908897 30.0370038877 0.6279 -0.2768 49.7865 -540.92 -369.78 12566.74 946.81 -1883.18 42784.1 49.0892502062 -127.487118921 3898.10691619
0.447 0.0485 21.2782 0.0110613263078 -0.539946588906 13.6158244546 0.5459 0.3495 28.0155 427.52 43.8 7161.01 1566.47 3282.34 46625.96 103.158006336 181.235795742 3158.69362822
0.4278 0.0036 32.7728 0.499085717198 -0.262887442133 31.496184227 -0.0333 0.1694 38.6766 -1315.15 2102.35 21779.54 -1508.88 213.26 16680.69 -393.240867356 372.122363128 5442.68902011
0.3665 -0.0513 80.889 -0.760730561121 -1.22333742063 104.611742872 -0.7262 -1.1924 104.0705 -2174.34 -1443.96 21594.22 -640.6 -815.28 22394.96 -285.544978731 -201.726281856 3847.79961729
0.4451 0.0164 -17.4928 0.201086152868 -0.349364129363 -4.19415078864 0.2458 -0.3028 -5.873 -1398.65 -457.88 27411.09 451.37 -532.34 8190.8 -9.75723425717 -59.5682884576 2667.50713054
0.4869 0.004 73.2083 0.973772426929 -3.01079091791 112.600079813 0.8318 -0.6145 85.8413 -737.22 -1074.39 14599.28 914.19 -1904.75 18672.71 0.646817749188 -125.105360495 2357.72307789
0.4167 -0.0096 -17.3787 0.536297282026 -0.309324222864 -19.7552778427 0.3963 0.5961 -5.4376 380.37 2973.4 46673.75 -1130.29 1778.87 28316.58 -28.1326995548 342.83115716 4990.05801158
0.4925 0.0476 -40.9594 2.2534637382 1.97949323957 -12.791244971 2.748 2.3513 -7.0537 972.88 1465.71 13104.38 4192.18 2401.58 46797.0 268.205483821 284.571298686 4119.32092219
0.5211 0.0229 -29.7807 0.948660472637 -0.501581041784 -21.9972505052 1.1848 -0.5427 -13.2943 1016.69 -407.29 15753.91 -494.74 318.44 3508.19 9.64786304276 -56.0282306189 2489.95102685
0.4876 -0.0523 15.2097 -1.14599283615 1.33252100455 52.8328083656 -1.9721 1.6228 75.8884 -1029.88 -441.61 13246.19 -180.89 873.83 20681.68 -128.979868987 61.7850061534 3226.95243547
0.4218 0.0016 5.883 -4.1023643936 3.00864275814 -130.900925914 1.1002 -0.266 23.1231 1641.92 -1016.08 61326.39 647.68 -426.3 6511.96 241.23691741 -159.227609086 7070.55425337
0.4034 0.031 15.6676 0.0343861721717 0.598042631854 5.07379609417 0.8189 -0.3171 30.1338 17.08 -1220.56 19013.57 1676.73 -725.89 34358.25 89.2043877385 -70.9753570615 3093.10008178
0.4954 0.0447 6.727 0.2500020849 0.729486680311 20.5413675122 -0.9202 2.3291 70.4747 -1993.2 1484.7 70854.88 -1572.28 3392.72 81350.91 -232.87961111 304.010281096 9166.06358909
0.514 0.0478 -38.5729 0.471795702792 -3.22215409867 12.4972518132 0.4723 -3.0349 9.0412 -480.42 -1815.25 46413.12 492.01 -2417.55 31865.89 21.6111844033 -348.883438565 5717.18405184
0.4939 0.0066 47.7461 10.6798966085 3.00592328131 -269.593769744 -0.9427 -0.5932 86.2271 -913.24 -59.2 14095.04 -2328.5 -945.47 85163.76 -158.819555186 -44.3227182039 4781.48778043
0.4939 0.0066 47.7461 -0.288041768501 -0.391059846463 66.2142946059 -0.9427 -0.5932 86.2271 -913.24 -59.2 14095.04 -2328.5 -945.47 85163.76 -331.606575422 -42.5682890306 10342.7278567
0.4761 0.0231 26.9316 1.03983166721 -1.21484018249 67.4017094285 0.7031 -0.3745 42.3959 446.8 -1414.63 19778.12 -88.38 517.2 6929.24 49.833158841 -31.9332561024 2802.355046
0.5469 0.008 -92.979 0.0215709099971 -0.204151231696 -105.514728671 1.2466 0.5135 -79.1139 92.86 1017.8 15115.7 1202.96 -261.09 12849.96 71.3373326053 78.8443676483 3094.29371668
0.4067 0.0546 -6.8874 0.400497998953 0.0366935954654 -1.46634874038 0.4388 0.0354 1.5958 755.19 -695.78 22040.89 -163.93 673.33 28275.71 92.9589234763 -65.8733887046 6282.78705095
0.4619 0.0001 -20.0507 1.01073606959 -0.87541774276 -29.6315110614 0.3738 0.2465 -17.124 -276.51 1864.25 12522.52 -687.1 -161.51 6463.98 -29.7024004735 105.544300698 1787.09965575
0.4732 0.0392 32.0815 0.575771349267 -0.544722260609 11.7173396047 0.2766 -0.3458 36.1841 -423.52 -676.22 9796.64 217.36 814.75 7148.72 -39.8277040865 28.2291520037 1976.29716363
0.5521 0.059 -11.9892 -0.888677903296 -1.22522569939 19.9676921925 -0.4199 -0.7743 5.1638 -908.47 -1176.48 15023.04 174.78 467.0 8189.19 -13.2769093471 -42.3405413493 2034.95626386
0.4135 0.0084 20.6436 4.97099969899 6.97116409501 -343.110785563 0.38 -0.5898 46.4843 -1.7 -1344.46 32296.64 -1035.75 -366.26 55799.5 -31.30082653 -69.9634640431 4351.23499941
0.4789 0.0481 44.8615 0.275025108986 0.171853173455 50.0260587094 0.1203 0.2558 56.1151 -811.95 413.01 16105.8 -2216.26 1227.97 102751.19 -235.857535395 167.036690178 9190.21661468
0.5269 -0.0114 -28.1112 0.63677258685 -0.362437514213 -20.7081440831 0.6862 -0.4473 -18.2534 -155.2 -429.59 6937.74 1458.74 -1826.49 58109.04 82.0688914856 -176.563340416 6009.21651305
0.5269 -0.0114 -28.1112 0.1511537586 0.0805323677073 -34.369855486 0.6957 -0.4056 -18.1522 279.27 -195.87 3021.2 874.3 -832.13 31496.27 25.294420113 -124.984157296 2367.18785421
0.4279 -0.0108 -11.7786 -0.961273250148 -0.224509667296 -60.9085379277 0.6753 -0.4998 -1.3993 -344.7 163.06 16652.64 1428.43 -345.12 22773.09 40.7110978606 15.5115250503 2187.47620952
0.463 0.043 77.687 1.18928288309 0.669133930057 99.9420855935 1.2509 0.7006 101.1355 373.91 719.31 20839.44 2187.97 166.23 25487.39 266.44032394 82.4694592251 4145.96898899
0.4934 -0.0155 -37.0813 0.517408901854 0.0368001301003 -55.7587634991 0.2949 -0.5802 -6.9509 -975.16 -297.9 25845.78 765.49 -280.86 20099.38 52.0295257786 -47.1931429316 4098.17803714
0.4957 -0.0663 49.3997 0.439578614151 -1.86837182654 3.43774913542 0.9097 0.5347 63.5843 -410.36 1577.48 24194.63 763.63 230.32 21030.01 36.207158119 128.453037665 4276.81821788
0.4981 0.0428 96.8726 1.04997411873 0.930571646196 117.036241873 1.0302 0.9181 116.7593 -155.43 378.64 7325.76 1851.51 492.79 42321.01 143.183365838 27.9932870001 3581.76992103
0.4981 0.0428 96.8726 -2.03433250842 -0.665606940249 26.861941294 1.0302 0.9181 116.7593 -155.43 378.64 7325.76 1851.51 492.79 42321.01 86.4881250497 66.5942147189 2171.3880979
0.4452 -0.0449 -62.7618 1.42415988777 1.1979939432 -12.3444290592 0.8827 0.8126 -29.3114 1760.24 1154.63 42321.41 -298.13 -115.39 3465.96 94.8638509366 27.9601961272 2993.76689761
0.4813 0.021 -104.0364 0.25129613922 -0.219983782208 -110.84835381 0.6168 0.4408 -96.8205 1426.44 1008.09 21758.62 -314.86 1000.61 20842.54 6.08132593229 105.990299743 2969.67293464
0.4844 -0.0023 30.223 -1.043648052 0.378329344152 55.8867994434 -0.8785 0.317 53.5427 -751.45 -197.59 13693.24 -4151.2 1981.97 55930.43 -288.402865809 121.499114422 4633.60376573
0.3944 0.0546 87.0387 -0.401793681245 3.75237358635 131.211742945 0.1363 0.7586 94.9129 -507.67 3690.16 34617.07 -272.18 639.67 17873.28 -76.9808132705 426.757193111 5274.85509517
0.399 -0.027 -6.8351 -68.4236439193 47.5296918362 915.623472247 -2.7876 1.8507 18.9934 -39.78 300.96 10323.45 -2432.13 1416.67 23438.38 -356.711467135 245.387620114 4759.46738822
0.4812 0.0361 -5.3978 2.32787960513 -0.434370191846 25.5725596886 1.6315 -0.1505 13.9743 637.92 -917.7 15788.89 3853.4 -915.23 59052.89 264.087315436 -97.4342268125 4909.3167066
0.4396 0.0129 40.4532 -1.19562129273 0.998897911718 -42.7431407504 2.1056 0.0297 96.7766 1743.06 -239.57 47132.71 -425.91 -157.14 9092.9 168.137634539 -68.6551339263 6886.56562374
0.4396 0.0129 40.4532 2.20486296368 0.00603708183542 100.90364946 2.1056 0.0297 96.7766 1743.06 -239.57 47132.71 -425.91 -157.14 9092.9 75.4809748568 -14.1452598934 4790.8945526
0.4396 0.0129 40.4532 1.17822186372 0.303202855523 57.352439448 2.1056 0.0297 96.7766 1743.06 -239.57 47132.71 -425.91 -157.14 9092.9 76.7594379189 25.8658616939 5820.46640801
0.5062 0.0451 19.0803 -1.01060580782 0.846824701173 47.4636602432 -0.9857 0.8471 47.0876 -2963.43 763.27 38240.96 -123.04 -483.08 5795.45 -217.047121056 50.484289858 3597.28444193
0.4704 0.0023 45.4521 1.2672663417 -0.394400046282 55.8327610232 1.5828 -1.1702 61.9819 853.57 -707.68 12196.34 467.53 -2519.28 13371.63 125.862083675 -252.937549828 2270.93350087
0.4365 0.0585 73.9868 0.89316940434 0.694519573986 65.8103486198 0.2479 -0.0975 77.6947 -1175.01 -2189.3 29495.36 -577.61 38.25 2744.91 -188.359061892 -194.894510098 3141.71011046
0.4136 0.0117 3.3022 1.18760208279 0.68193805268 27.7568278094 0.9582 0.439 19.9051 2144.76 1179.89 61323.86 402.42 1516.43 25826.86 282.480768008 322.442182109 10950.9128453
0.4429 -0.0009 -21.518 3.33936675732 -2.97953441151 -193.349740176 0.016 1.8239 36.5474 -742.81 1629.09 43433.89 -62.58 -455.9 12800.04 -32.2845034815 88.1822606842 4297.80420315
0.4906 0.0717 -45.6475 0.907630016289 0.100452804687 -40.7333610496 1.2823 0.2684 -34.3894 1859.8 1434.5 34829.21 391.36 -393.49 3884.32 208.164025126 57.5809584618 3852.80099335
0.4758 -0.0302 52.6919 0.682395286986 0.496466299285 69.4041574799 0.6417 0.4796 68.6187 1032.85 -395.43 11981.88 765.79 1175.65 23032.72 63.0169382383 17.2222056231 2818.79308635
0.476 0.0267 25.4292 0.402038430786 -1.01156439565 -9.69100559809 -0.1328 -0.0526 42.139 109.49 1155.16 25288.26 -470.89 -511.54 9508.12 -42.89483863 -7.60410403697 2769.2473668
0.5518 0.0296 43.7056 0.280661523822 0.31429083933 41.1135329186 0.7474 -0.1989 53.2815 2175.74 -3169.87 64353.62 597.31 126.9 7807.37 279.905054713 -385.076710215 7356.49263046
0.4556 0.0235 -40.0073 0.847338750758 -0.380293907081 -19.1330429496 1.3956 -0.2514 0.4763 403.34 976.53 18736.46 613.39 -735.71 17703.46 21.456467815 -52.7061465393 2890.19983041
0.4352 0.0376 -15.4415 0.38413351006 0.026385159602 -12.3949599276 0.26 0.0104 -6.3945 -1082.23 -361.7 33228.6 339.61 256.7 3081.02 -74.6752101214 -33.8303200029 2430.56781945
0.4463 0.03 -27.7602 0.288446536343 -0.097213974356 -20.8006054202 0.0457 -0.7422 -2.0407 316.93 -1486.77 37831.05 -1490.06 -1630.91 52828.65 -69.7895853434 -287.498236809 7446.33521014
0.4689 0.0377 -38.0162 0.0715378198987 -0.281296385325 -24.8776240281 -0.3734 -0.6634 -2.5249 -1656.99 -2370.82 87836.63 -1508.8 -384.05 71674.77 -273.306880116 -208.41847354 10732.4877978
0.4547 0.0176 63.9377 0.651951094053 -0.340858048175 73.1711378061 0.6332 -0.3858 73.9146 -565.51 127.69 10371.23 155.79 -1187.82 6378.17 -68.7579183318 -107.718671147 1585.15712993
0.4323 0.0494 -17.1367 1.38560543224 0.0566364722178 13.4728929458 0.6659 0.0313 -7.9258 309.05 719.99 6921.82 608.81 -687.64 20345.96 109.152156207 -22.7403870627 3363.03227698
0.5383 0.0313 38.9146 -1.06689335085 1.945585938 77.2507279802 -0.9079 1.8586 73.8646 -91.74 515.15 4708.52 -1646.67 422.73 32240.42 -117.585094901 61.2130158895 2118.26601735
0.4667 0.0305 11.8462 1.5476264057 0.0747829261527 31.4344422987 1.8783 0.0499 38.4443 2782.72 -1047.53 64998.33 2899.79 607.58 55503.09 358.316633262 -29.7252483652 7123.35178524
0.4901 0.0245 -57.7682 -0.248311747444 -1.44859349058 -42.2334357072 0.1024 -0.8353 -49.3084 -2683.07 -5922.77 60702.5 -1172.43 -845.4 17394.92 -155.92645228 -323.138926906 3337.49973308
0.4822 -0.0058 -23.9291 0.416055985032 -4.36239991166 -90.9390596391 0.761 1.3712 23.3714 -205.58 307.04 3992.16 336.09 1860.73 39228.17 -8.64098418797 112.079530985 3354.92725528
0.4822 -0.0058 -23.9291 0.542307517262 -2.28144336239 -49.440923532 0.761 1.3712 23.3714 -205.58 307.04 3992.16 336.09 1860.73 39228.17 -40.9814986806 96.5756707154 3598.63108448
0.4944 0.0172 -83.3266 -0.31575386251 -0.852541503553 -40.3838915988 0.0406 -0.2542 -65.6114 -1001.06 -172.95 23415.37 -50.65 -1561.6 49847.47 -121.041751885 -162.759062711 8447.77529447
0.5038 0.0624 42.3692 0.43737245029 0.273013180193 44.3579961137 -0.0726 0.7583 55.0369 -723.24 -337.6 10765.5 -451.22 1439.27 13676.05 -197.409928434 171.758866772 2867.6360324
0.5437 -0.0083 41.4852 -0.367686254535 -0.49151463246 64.0873215965 -0.192 -0.4589 60.8411 -274.04 -877.45 10984.99 -1146.85 607.16 16313.67 -130.626106147 -98.0821557483 2563.50080966
0.5437 -0.0083 41.4852 -0.862965801247 -0.586181618241 73.7252718438 -0.192 -0.4589 60.8411 -274.04 -877.45 10984.99 -1146.85 607.16 16313.67 -87.3700084017 -29.8222406752 2945.1534214
0.4506 0.0356 47.5079 -0.402237270224 -1.41940045868 68.7625195885 -0.3372 -1.2996 67.0283 -1010.82 -630.08 19239.63 -1241.32 -3603.01 41790.88 -124.846552105 -227.460765779 3595.13881492
0.4433 0.0451 5.542 0.789798230977 0.136781058379 -2.71867396738 0.0815 -0.16 13.6993 -1697.56 -1350.61 32082.09 -444.94 473.29 17386.36 -205.538501578 -64.4757834969 6261.22549527
0.4476 -0.0214 -64.1924 0.419360565745 0.023696514837 -65.2696125544 0.8029 -0.3023 -58.6139 994.11 -1959.99 28493.48 2205.81 -763.51 27074.74 419.537526034 -296.035563176 5858.37116428
0.4567 0.0275 20.7013 0.546700403091 0.0774966849222 21.1379848728 0.9135 -0.1725 26.0591 1499.89 -1834.76 31044.46 2472.37 -862.06 22191.09 263.183148974 -172.002548478 3213.97844047
0.4093 -0.039 -25.6444 0.97721923797 0.719949823706 -16.7071834871 1.1332 1.0932 -13.6425 1523.04 1536.42 14392.18 308.17 2869.14 21726.63 109.179428903 358.830435845 2943.74153455
0.4631 -0.0342 -69.4672 -1.25975492044 -0.0605425524054 -9.12359715858 -1.3167 -0.0722 -7.3374 -620.07 -429.76 27021.6 -7271.23 -1202.09 220088.4 -540.756648466 -89.5204628337 16386.5055177
0.446 0.0458 -26.0738 -1.2337083787 -0.257673087833 -76.8760979002 0.3994 0.3638 -20.9108 558.63 968.29 13575.19 168.43 -690.4 11464.62 28.714270556 34.7571132266 2216.75159137
0.5598 0.081 -13.5162 0.540071601045 0.0115805686415 -16.4985378916 0.9548 0.3804 2.8238 1887.0 576.09 72662.09 1404.23 2314.93 79441.17 180.123098645 198.67086179 8199.64595571
0.4112 0.0509 19.2008 1.03053300617 -0.0848387780988 41.7252284337 0.6108 -0.0519 29.4251 142.0 -483.7 23418.18 1994.61 324.85 39333.49 92.1332918672 -29.4775047688 4224.3425803
0.418 0.0569 45.9932 1.30708982712 0.263648882768 -82.2572075024 0.0165 0.1245 59.254 190.02 -689.32 13269.64 -593.65 644.89 30983.07 -52.2343637147 -0.169672929238 2187.91656012
0.418 0.0569 45.9932 -0.0828748118863 0.112526278019 70.2894077329 0.0165 0.1245 59.254 190.02 -689.32 13269.64 -593.65 644.89 30983.07 -30.9870335453 -23.7714332919 1950.77909862
0.418 0.0569 45.9932 0.738112123578 0.20426143182 -19.9885434433 0.0165 0.1245 59.254 190.02 -689.32 13269.64 -593.65 644.89 30983.07 -37.6801349519 54.6667345576 5105.12827157
0.5539 0.0069 -61.7417 -0.102734120861 0.452837294152 -41.864346635 0.0439 0.3223 -48.5051 -1659.98 615.74 42135.42 415.57 494.62 14235.54 -48.3984066522 70.0986786568 3991.3611115
0.449 -0.0063 -43.9172 3.01570436954 -2.60572857218 -16.0966930515 3.6626 -3.359 -8.8801 1688.57 -1452.58 21660.91 2944.52 -3968.47 30221.18 281.283715266 -300.123690864 3104.68019574
0.4887 -0.0027 24.7634 1.27921518892 -1.19688202755 32.7180672018 1.4045 -1.3614 33.9334 402.44 -1259.02 12026.98 1884.07 -1896.44 11181.91 230.753235388 -330.717797036 2267.5609237
0.4709 0.0099 10.4375 1.49894796629 1.32978771262 35.6051908646 1.451 1.2619 34.2665 908.2 360.54 17478.41 2227.24 4077.93 70099.69 221.732016257 387.673444917 7408.37069304
0.4906 -0.0242 -13.062 0.810112257285 0.241237415243 -4.29184284755 0.4579 0.007 -11.2556 575.11 -544.23 7883.43 413.28 1197.44 11581.01 88.6385510178 -18.1672618268 2099.36106327
0.509 -0.0414 -28.0806 -1.97180521069 2.11718556136 145.507532239 -0.2129 0.2225 -2.0546 652.31 347.35 15119.59 -1058.07 89.77 18927.6 -50.1815383236 49.7992680183 2743.82935215
0.4318 0.0665 20.0016 1.0711934859 1.07281870929 -20.7262648841 -0.693 0.2799 36.2153 -1108.92 -1024.04 22924.2 89.27 564.28 10005.75 -62.4393080467 -68.3920655735 3804.94319315
0.4318 0.0665 20.0016 -0.509801828499 0.361578808294 30.3141938979 -0.693 0.2799 36.2153 -1108.92 -1024.04 22924.2 89.27 564.28 10005.75 -60.5758627785 -26.9978325997 3117.42463883
0.463 0.0152 -55.209 0.582378890836 0.668561886771 -71.5455924505 0.2452 -0.1913 -45.9386 293.36 -718.76 34289.93 -1061.61 -1262.51 24594.31 -52.4552325629 -98.349533894 3943.36498708
0.482 0.0713 18.1887 -0.250910509967 -0.410287631402 37.6221254365 -0.2399 -0.3905 37.2488 -1082.31 -1325.45 49801.0 -665.16 -766.09 8542.21 -215.013116627 -174.89519894 4605.72803286
0.512 0.0393 61.8646 0.921194781256 0.469263809092 53.15504128 0.2096 -0.0756 65.5541 80.14 350.25 6441.33 -1122.58 -1149.96 11740.68 -64.0398221983 -22.429324493 2018.99010485
0.4877 0.0598 -26.4014 0.674947913754 -0.643103324943 -71.6940315893 0.6048 1.0143 -4.3346 -738.39 316.98 12606.38 692.69 767.78 31477.38 23.2355862243 58.7398173436 4278.96376081
0.4877 0.0598 -26.4014 0.720395770938 -1.73166580553 -115.919214148 0.6048 1.0143 -4.3346 -738.39 316.98 12606.38 692.69 767.78 31477.38 10.7786409281 28.6633758913 2360.49137001
0.4902 -0.005 -1.9791 0.274831808184 0.0948730435525 -29.2378991511 0.1848 -0.3738 21.3762 -75.52 579.6 27811.21 25.96 -977.32 15358.59 2.4299878004 -111.282011587 3529.85546463
0.5019 0.0369 55.2711 0.260827395541 0.580734668129 75.2864482389 0.3329 0.4973 69.2907 -752.08 877.54 13534.11 215.7 -257.6 20288.76 24.9764701358 89.9621796902 3032.02284849
0.4305 0.0053 34.9709 1.84354719191 -0.290939163942 61.1006068634 2.0742 -0.3762 64.9186 2489.45 -697.13 28968.56 3585.66 -1510.99 71324.43 447.009499316 -173.854056135 6817.50936078
0.4509 -0.0277 -0.7267 1.48481913491 0.813428610669 17.1584847883 1.0944 0.5231 8.4925 704.04 -393.18 14122.15 557.71 1318.43 13849.51 105.420511611 92.4183684866 2969.5224481
0.4509 -0.0277 -0.7267 1.48481913491 0.813428610669 17.1584847883 1.0944 0.5231 8.4925 704.04 -393.18 14122.15 557.71 1318.43 13849.51 105.420511611 92.4183684866 2969.5224481
0.4249 -0.0365 31.9153 1.16085865235 0.351291471273 71.1400055456 0.5616 0.0263 40.1368 -519.99 100.41 10698.9 1237.54 286.68 26377.3 87.9321423483 63.0997065322 3392.22389707
0.4249 -0.0365 31.9153 -1.53385404947 -1.10649089958 -68.0900143326 0.5616 0.0263 40.1368 -519.99 100.41 10698.9 1237.54 286.68 26377.3 50.8747387396 108.252594285 4200.2472474
0.4686 0.0021 37.2873 0.0964258862787 2.15129416868 20.5529449212 0.6798 -1.1768 46.7805 1047.9 -6713.0 58638.99 737.55 -3456.16 21506.84 122.337378357 -658.497031106 5005.04558835
0.4686 0.0422 -43.6606 1.08478851616 -0.194284686424 -50.8234176414 -1.2665 0.6187 -21.6609 -1703.54 747.42 13482.06 -2330.89 647.36 36550.08 -395.721668362 123.411325012 4473.70705824
0.4805 0.0816 23.3291 -0.597303808776 0.174511893183 37.7966023831 0.2096 0.0883 27.2276 -1761.18 425.08 31424.34 -1109.21 -116.3 6259.98 -225.290414089 -22.5830978027 3014.689295
0.5034 0.0223 51.9377 0.673165105565 0.0329638675989 55.2350451645 1.0095 0.6493 86.1021 633.62 447.17 49992.08 2083.73 4595.39 203094.73 245.441281012 498.250354113 23545.2898166
