Dstar_OWNPV_X Dstar_OWNPV_Y Dstar_OWNPV_Z Dstar_ENDVERTEX_X Dstar_ENDVERTEX_Y Dstar_ENDVERTEX_Z D_ENDVERTEX_X D_ENDVERTEX_Y D_ENDVERTEX_Z K_PX K_PY K_PZ Pd_PX Pd_PY Pd_PZ Ps_PX Ps_PY Ps_PZ
0.4874 -0.0516 10.2453 1.25853599118 0.000521728979336 18.8243320276 1.9503 -0.0123 24.1473 5520.67 -418.09 37618.7 721.08 341.83 10360.31 399.557664144 11.9515444717 3320.66673474
0.4439 -0.1047 83.003 -2.83431050758 -1.20826443782 124.31935499 -3.826 -1.4677 134.421 -6496.24 -1665.55 58971.19 -827.64 -249.04 15628.74 -446.620540406 -115.906244616 4353.93866031
0.4317 -0.0284 58.0689 0.522263363069 -0.21870985944 57.1931422188 -0.9102 1.0344 71.939 -1445.22 2367.84 18418.91 -2259.04 869.86 19685.39 -246.481520452 156.914124871 2287.16153343
0.4469 -0.0429 -69.8419 -0.834972111812 1.90901790071 -95.6981516512 0.5118 -0.2667 -63.8434 317.71 -198.71 2942.22 1105.54 -2102.03 30696.43 85.1955162044 -144.856840603 1857.48333092
0.4348 -0.0449 -34.4251 1.1222165866 1.28438587276 -70.7093719702 0.1103 -1.8075 29.4502 133.45 -2275.72 63260.0 -1725.58 -2578.35 93893.88 -135.351855739 -472.443187586 17487.5458001
0.4411 -0.0669 -42.8521 0.626754678255 -0.345128719397 -43.7088333066 -0.2814 0.3457 -34.4195 -981.71 505.94 15519.42 -2537.01 2157.86 20349.1 -334.873659869 276.930132136 3339.44592617
0.4389 -0.0662 -9.3654 0.0148699497749 2.16729358244 33.7156636038 0.0391 1.9892 30.1824 207.98 3329.91 53820.2 -765.91 1027.86 33196.61 -70.7483801418 398.12827681 8273.18387959
0.4417 -0.0408 -23.9918 -0.446796786117 0.307698498663 -9.52954004563 -1.2061 0.6517 2.7964 -1859.17 336.21 18983.5 -2421.97 1596.92 50514.23 -329.014959646 124.897059393 4646.73247374
0.4489 -0.0645 -40.9888 0.531970029017 0.150786370687 -33.4310333483 0.6379 0.5173 -25.4683 296.91 2035.64 28593.22 184.29 -361.94 7764.47 25.7199490091 45.8940725064 2857.9658187
0.4489 -0.0645 -40.9888 0.544763992784 0.192480040407 -32.52343314 0.6379 0.5173 -25.4683 296.91 2035.64 28593.22 184.29 -361.94 7764.47 28.6107820811 39.8540844052 2095.60579964
0.4661 -0.0088 -3.3892 0.29888022819 -0.00792918684172 -1.49552101473 0.057 0.1856 2.7622 -2396.18 1306.76 26693.33 -297.23 843.88 20089.82 -241.439256059 137.881738607 3667.48596069
0.4661 -0.0088 -3.3892 2.69129941153 -1.91482469352 -42.9813110301 0.057 0.1856 2.7622 -2396.18 1306.76 26693.33 -297.23 843.88 20089.82 -101.752627518 103.082493424 2873.21141964
0.459 -0.0747 17.9115 0.0650195499616 -0.129200731604 22.5344925946 -0.0616 -0.0771 25.0239 -1467.29 1233.09 37196.02 -860.9 -306.96 7556.0 -227.412997709 118.003120396 4292.50074102
0.4173 -0.0643 -31.7955 0.65549698241 -0.293127673634 -27.7420445878 0.7748 -1.062 -22.7312 967.42 -2297.67 12364.97 -157.93 -3134.1 23011.67 62.3570044989 -452.115837834 3164.53823987
0.4642 -0.045 -24.4232 -0.675949763488 1.6840835367 11.6460391855 0.0328 0.8018 -3.3798 -1039.19 1963.54 23636.06 -241.06 -371.73 3470.15 -49.3708465911 100.808182703 2582.11133228
0.4714 -0.055 17.5954 0.791470729345 1.68035176001 48.5533050693 0.5781 0.5377 27.8906 -438.63 38.01 10616.81 772.11 1732.78 21379.09 50.9610981258 105.447146517 2666.6794761
0.4454 -0.0165 -4.1559 0.534864412816 -0.193634139539 -3.17861014556 0.62 -0.7101 7.7302 -399.04 -2058.23 31306.86 886.26 -934.99 31903.97 22.8157496633 -268.541981907 3914.86409757
0.4304 0.0363 76.1333 0.456970377615 -0.248345362961 78.2434449682 0.3027 -1.6304 94.2654 409.81 -3883.14 43526.48 -1078.38 -2032.59 25017.97 -47.5884670405 -529.450709634 5707.16663335
0.4769 -0.0276 36.1239 -0.58297026791 0.0795200039276 53.8339174819 -0.2997 0.0414 45.3818 271.44 -221.42 5393.69 -1385.46 384.91 27631.78 -126.313612539 -7.62667859802 2704.15074601
0.4769 -0.0276 36.1239 0.0936316881925 -0.0161907950029 33.7390409724 -0.2997 0.0414 45.3818 271.44 -221.42 5393.69 -1385.46 384.91 27631.78 -96.4224258004 -25.7988068043 2712.10388093
0.4773 -0.0274 87.1254 -2.33359078498 -1.39817170935 120.427124596 -1.6644 -1.0572 112.4161 -491.04 88.79 10171.13 -3346.9 -2037.58 35761.3 -258.999865257 -180.443959326 3419.53151941
0.4864 0.0017 38.105 0.332534917773 0.872811151036 50.924617038 0.3886 0.2272 42.0751 -971.79 1825.38 22044.27 671.95 1587.75 24733.9 -26.5164431018 141.824390552 3058.38858299
0.4864 0.0017 38.105 0.503199854484 -1.07334898745 24.2438730048 0.3886 0.2272 42.0751 -971.79 1825.38 22044.27 671.95 1587.75 24733.9 -8.49587392058 312.303512327 4473.04284128
0.4236 -0.052 28.6321 0.85160695785 0.294285805358 22.0987019166 0.7537 -1.4234 53.2829 -837.7 -1803.83 39754.61 654.84 -1390.02 18159.4 -57.3376759998 -141.566617305 2746.87686986
0.451 -0.0333 -18.7591 0.758921748647 0.0258453808259 -24.8583233093 0.1344 0.3361 -1.8145 -251.1 -393.67 20225.41 -1690.27 1353.45 51240.14 -97.135057916 13.9445357766 3848.32905387
0.451 -0.0333 -18.7591 0.873022885662 -0.0307006824936 -29.0761083085 0.1344 0.3361 -1.8145 -251.1 -393.67 20225.41 -1690.27 1353.45 51240.14 -65.1000104554 12.0501250767 3298.29559996
0.451 -0.0333 -18.7591 0.355566156343 0.220223661345 -9.78871361129 0.1344 0.3361 -1.8145 -251.1 -393.67 20225.41 -1690.27 1353.45 51240.14 -122.448073416 26.950044899 3778.58044773
0.4915 -0.0795 -2.1767 2.12939023069 1.548356735 14.1722109083 2.0678 1.4874 13.4346 2189.16 1579.17 17102.52 1980.07 2757.18 33508.42 361.786203876 409.082968682 4756.81410516
0.4574 0.0234 47.2903 0.305103647991 -0.1216327281 50.2832786239 0.2335 -0.469 56.5616 -762.4 -1834.8 47758.71 -110.45 -2879.39 37318.39 -60.6911987372 -371.223731381 5307.45729258
0.479 -0.0419 32.5403 0.794843378693 -0.521679135894 41.48209657 1.282 -1.0895 53.0711 581.69 -1331.71 33013.75 2174.07 -1874.31 32380.41 182.316189992 -264.545471366 4618.03736889
0.4789 -0.1052 20.4718 0.814544714344 -0.533146695099 29.5531533683 0.784 -0.4635 28.541 307.88 214.76 12478.93 718.59 -1787.43 20657.04 158.279279731 -208.96466364 4050.56627653
0.3872 -0.0384 22.5189 2.31897624031 -1.99374706365 73.9226075732 1.8244 -1.501 60.8305 1206.72 -723.11 18744.67 3291.3 -3756.39 100442.41 344.378668275 -278.430708677 8230.23398531
0.4732 -0.0068 -5.058 2.04261201685 -0.793931408533 -14.8226980236 -0.6 0.8027 3.1397 -3353.29 1906.54 27402.62 -3506.81 2242.51 19234.35 -686.967023741 402.132264851 4545.80180505
0.4353 -0.096 25.4349 1.11258320691 0.435825936957 42.7763667638 1.2671 0.5935 47.4318 2536.14 2402.68 55829.92 750.45 942.38 43480.2 245.971207125 211.175450718 6435.20940228
0.491 -0.0222 21.0543 0.00504728886494 -1.53384477612 36.0033298309 0.2414 -0.952 29.8255 -2298.89 -4046.42 40610.51 205.08 -1075.23 13563.18 -179.839901595 -330.566763606 3763.87414697
0.3742 -0.0759 -34.1718 -0.321569780515 -0.25169974406 -22.5028426818 -0.1346 -0.1877 -25.4173 -1402.11 -999.14 32894.57 -1326.94 135.91 10248.7 -174.934510723 -85.8639296141 3346.71136595
0.4596 0.0022 -31.4402 0.271229010207 -0.0853761047406 -34.9360482566 0.7543 0.1609 -25.2989 1703.72 1443.73 50446.57 2394.18 638.88 31136.14 299.254651826 114.396683227 6124.41615473
0.4571 -0.0576 -10.5783 -0.162944618638 -0.960225343257 69.6784057221 0.7058 -0.1997 1.465 409.12 -800.38 18670.47 -963.04 315.57 24805.26 -14.9752114025 -24.6429152916 2184.95972326
0.4113 -0.0527 3.2996 0.844301328704 -0.0600370867571 13.9377622272 0.6378 -0.1049 9.0683 1429.69 816.3 25176.37 2790.75 91.84 73806.08 270.438446401 88.1600828011 6209.10805438
0.468 -0.0236 79.4997 -0.236075815172 0.641260869865 63.7731504134 0.7144 -0.3423 88.6255 1072.83 -304.58 10994.93 722.39 -1552.7 35926.56 152.664105153 -196.235527421 4320.84282622
0.4291 -0.0483 -2.2097 0.60227273217 -0.252150880173 1.33884326055 0.6749 -0.4564 3.8937 356.0 -3191.18 39605.91 1183.49 -1128.72 14417.06 82.1549385163 -156.083919822 2653.65442666
0.4492 -0.0054 -17.2193 0.856880708346 0.816918050714 6.83083568176 0.8751 0.8655 7.9785 -191.08 248.95 7497.39 1436.08 2849.42 66152.46 61.2223047514 104.828348753 4306.45928758
0.4772 -0.0629 60.5707 0.442688800702 -0.0772710559613 60.0043520962 1.0153 -1.1265 81.68 624.47 -2878.01 50785.39 1378.4 -810.44 25339.53 198.852650151 -369.242597826 7206.47723207
0.4288 -0.0159 90.5719 2.23954694564 0.435641771412 129.578049015 4.0109 1.448 170.1718 1684.1 739.22 22195.18 1551.44 1116.99 52223.96 304.166004512 150.43901406 7003.29376971
0.4291 -0.0116 72.4749 2.19367422062 -0.984412362297 83.6830175768 2.3933 -1.1189 85.5077 70.74 -467.23 4374.89 3517.94 -1870.52 28265.24 270.271678206 -168.488170889 2169.59813761
0.4175 -0.0681 -105.6618 0.487072032334 -0.815873711666 -94.725867279 0.5423 -1.0654 -89.7865 301.9 -92.03 7898.22 539.8 -3481.1 63026.08 71.4870877502 -356.241904418 5226.77614538
0.5007 -0.0545 -62.1744 0.0473186762738 -0.27618891273 -59.4539397599 -0.4407 -0.4629 -53.5949 -549.97 159.68 5969.01 -3915.49 -1865.29 47646.53 -277.137627683 -130.674883536 3757.94967855
0.4442 -0.1194 -25.8798 1.31571061036 0.439889267656 -12.4506046807 1.0995 0.3565 -15.5299 1767.3 1487.73 23629.35 1506.96 -238.33 23105.75 309.66435477 79.6866086129 3904.91041026
0.4813 -0.0646 13.0417 0.0790213297078 -0.66483263173 47.1152638263 -0.2208 -0.7575 54.3975 -1381.5 -1009.58 22339.7 -321.42 479.19 18984.26 -23.6068557163 -33.1169131685 2469.37511742
0.447 -0.0686 21.8769 0.793320517014 -0.0216228809818 14.1388480724 -1.0277 0.7593 45.2501 -1794.13 289.97 34676.38 -592.71 735.68 6115.27 -152.637047643 59.3542490896 3071.92759825
0.4502 0.0031 -14.6188 0.10066843836 0.272776289059 -9.71575630152 -0.1874 0.6893 -4.3391 -880.51 1502.05 10476.93 -1016.15 1254.21 24739.78 -306.325803022 298.101092631 4070.08733836
0.4496 -0.0185 -14.294 -1.01714326502 -0.147750459471 26.5734649809 -0.4204 -0.1605 14.6069 -1850.39 834.73 35195.56 -662.46 -783.83 15246.18 -142.734010463 80.8788533666 4078.87208947
0.4169 -0.0792 53.9727 1.72248260875 -0.787164703769 71.6781906859 1.353 -0.4758 65.0509 1416.55 -1765.28 20100.58 499.81 125.53 14235.54 141.51544864 -111.488452797 2991.77064609
0.45 -0.0851 20.4943 0.516487112137 -0.0692734751515 33.3969013301 0.5398 -0.06 34.7779 1126.82 644.93 29327.79 -454.62 -351.55 9968.76 -17.1507949842 63.4846687404 4131.59669395
0.4076 -0.0311 17.7159 2.34256739788 -1.16846335453 -91.7390792037 0.1958 0.3769 39.4245 -866.04 511.56 26351.5 -1967.96 1507.12 146009.75 -282.067378553 191.24963609 17464.7153716
0.4615 -0.0552 23.8931 0.30842038875 -0.380627331811 20.8495608197 0.842 0.1911 29.5243 656.11 1555.63 10926.32 943.13 148.6 15142.42 110.603085573 222.350280826 2913.0736619
0.4615 -0.0552 23.8931 1.16291011625 0.532803725122 34.7528086174 0.842 0.1911 29.5243 656.11 1555.63 10926.32 943.13 148.6 15142.42 85.6719140059 101.70735116 1963.11106409
0.4139 0.0294 24.0779 0.065562770792 -0.431237584433 17.4241309897 0.6938 0.5147 30.9792 1094.23 2802.64 41597.33 1893.96 1691.64 22838.11 186.76172061 274.533409483 3743.96533937
0.4509 -0.0426 -45.7124 0.450174454945 -0.326060867398 -44.6257912917 -2.1547 -1.0159 -32.9084 -983.53 -928.7 5958.07 -4567.62 -540.8 19005.01 -369.369706217 -130.173904082 1645.67093665
0.4138 0.0163 10.6623 -0.531400042196 -0.257223093797 -51.9615461114 0.2842 -0.1143 30.7178 -313.41 604.93 34378.38 997.91 -485.77 33809.34 52.3215208873 60.6326609204 4442.29815065
0.4448 -0.0204 -34.1333 0.262560168078 0.42168166611 -43.6512576137 0.3598 0.2289 -28.5624 -263.8 -784.14 9039.04 466.27 345.98 22329.43 68.9353316903 -19.3593603582 2752.16873487
0.4645 -0.0941 27.0796 -0.152594906559 -0.55872132169 52.8506514506 0.3572 -0.0314 29.2601 -1215.69 -216.51 25722.0 449.47 -575.54 9700.85 -58.7629878279 -34.4788807916 2867.80080378
0.4645 -0.0941 27.0796 0.850146737037 0.477746294959 6.4500710409 0.3572 -0.0314 29.2601 -1215.69 -216.51 25722.0 449.47 -575.54 9700.85 -12.7105033953 -67.6979470336 2216.76009978
0.4645 -0.0941 27.0796 0.781666455251 0.407433600044 9.62509996737 0.3572 -0.0314 29.2601 -1215.69 -216.51 25722.0 449.47 -575.54 9700.85 -45.9348283077 -159.836701545 2955.04394194
0.4743 -0.0279 33.0212 1.64355211871 -0.0911584930987 50.5908200862 0.8698 0.0185 41.182 1392.17 417.03 9881.49 1038.57 -761.71 19660.87 146.782603744 12.3766595805 1819.32645887
0.4869 -0.1172 -55.9682 0.197677565015 -0.332991152922 -53.9264648976 -1.7225 -2.1185 -35.5215 -1594.35 -1979.77 14352.57 -6087.01 -5188.31 59387.06 -585.865133122 -543.750453253 5331.52553426
0.4461 -0.0356 61.5017 -1.32426938412 -0.410550035896 89.2799629933 -1.3358 -0.4091 89.4463 -1467.02 -341.62 28954.1 -1334.26 818.28 13214.71 -248.022218433 72.8859657164 3364.34290208
0.417 -0.1427 2.5052 -0.371918322421 -0.554021310346 19.3580551138 -0.5359 -0.6455 22.8897 -1140.43 -305.52 11950.27 -1718.81 -1323.81 50013.03 -342.147878665 -194.369938128 7862.69935886
0.479 -0.0596 -85.5064 1.34783773021 1.44857617302 -105.268427347 0.4014 -0.4356 -80.7655 -219.69 -1728.64 12176.97 -931.59 -564.66 17653.75 -57.5062125754 -134.667463625 1690.16861873
0.4311 -0.0712 10.965 0.374703813824 1.61440568682 -54.7031857704 0.417 -0.7176 22.8744 -745.59 -958.54 18346.84 764.89 -116.08 17411.16 16.6005242514 -71.5952491119 2136.03600927
0.4211 -0.0448 -14.3951 -3.44930309403 -0.68497135077 -146.074748939 0.6261 0.6921 0.4676 477.68 -650.27 15418.21 731.52 1059.21 28079.61 53.6369745432 48.867153046 4039.03829796
0.5001 -0.0287 -100.8612 0.0561094226964 0.0800503251523 -86.4149360921 0.1413 0.0887 -91.647 -165.3 692.77 19537.95 -787.24 -789.49 39706.2 -81.9434411732 67.3263182723 4780.13365456
0.4452 0.0066 -3.7285 0.186740680835 -0.117608209758 -3.0448992305 0.0684 -0.1958 4.8054 -635.71 -817.99 12051.7 163.85 512.47 19530.09 -100.295280927 -51.9425177592 2536.94696891
0.4442 -0.0378 -32.7159 -0.0879700056385 0.883669863706 -13.2412380257 -0.1223 0.9217 -12.3135 -1672.38 884.42 42301.45 -1470.83 2647.38 43672.57 -281.239987171 290.107211417 7873.29898271
0.4109 -0.0429 -14.8499 0.869991495107 0.836084747541 -0.0908191383351 0.5373 0.4337 -6.8533 978.33 163.02 10540.19 1274.13 2561.41 35241.78 106.786195441 168.079473018 2773.53053852
0.3967 -0.0292 -8.3411 -0.140376192452 -1.14864993243 48.1783168192 -0.2073 -1.2739 56.0325 -548.09 -400.13 57584.71 -2348.5 -5026.26 281732.14 -242.971266129 -380.057084794 23979.2575745
0.4438 -0.061 -68.4515 -0.657922174005 0.277958374551 -50.8474712784 -0.1971 0.233 -59.3313 -376.09 531.48 22118.33 -1295.73 -305.18 10769.93 -156.60060194 62.0703481772 2587.15168482
0.4438 -0.061 -68.4515 -0.375663930839 0.273993479909 -55.1923527213 -0.1971 0.233 -59.3313 -376.09 531.48 22118.33 -1295.73 -305.18 10769.93 -132.83087506 114.659055101 3212.35101434
0.4833 -0.0206 16.7965 0.62178486401 -0.0107019354427 18.0955964893 0.0546 -1.0938 36.5952 -1543.74 -1875.79 33470.77 391.65 -322.47 4083.33 -77.1135146171 -75.119579957 2670.9013047
0.4833 -0.0206 16.7965 0.0278698974266 -1.14624822362 37.4883309561 0.0546 -1.0938 36.5952 -1543.74 -1875.79 33470.77 391.65 -322.47 4083.33 -67.5158993706 -82.6568317194 2663.46256056
0.4611 -0.0397 69.1136 0.491487165585 -0.240338446193 75.7046658132 0.8627 -0.7855 91.362 2367.49 -2664.86 65289.04 433.14 -1338.1 49252.99 175.392095037 -311.200841151 7135.05324224
0.4611 -0.0397 69.1136 -1.52321731908 2.63343088531 -6.37047151735 0.8627 -0.7855 91.362 2367.49 -2664.86 65289.04 433.14 -1338.1 49252.99 84.3405626119 -195.244423716 4952.36522375
0.433 -0.0416 -44.2089 1.6307238636 -0.453731547485 -74.8622429958 0.0513 0.5944 -31.689 -295.13 1054.53 25466.15 -964.36 -219.7 8986.43 -24.9099277265 37.8967391821 2661.43364468
0.4322 -0.0211 -12.973 -0.260928889005 -0.247515467467 -18.6920250232 0.104 -0.5573 6.3123 655.67 -1164.23 27807.0 91.11 538.2 23488.32 83.3683894241 -83.9717027484 3131.00484867
0.4322 -0.0211 -12.973 1.55752998351 -1.76278275274 104.932753197 0.104 -0.5573 6.3123 655.67 -1164.23 27807.0 91.11 538.2 23488.32 25.3326480816 -32.9792777729 2194.30597551
0.3881 -0.0165 -5.8428 0.396284566682 -0.0632058775811 3.9605016541 0.3577 -0.0439 7.3021 -315.33 -560.39 7412.63 -17.64 822.6 24143.69 27.8233675724 -14.8849860512 2170.49063942
0.4332 -0.031 -3.7608 0.32401582406 0.463601321945 3.5507510532 0.0089 1.2739 12.9772 -1952.39 3121.06 34617.57 264.31 1221.16 15938.54 -129.551048877 257.16285337 3374.88798556
0.4743 -0.0486 16.3413 0.39186086387 0.176600393402 39.4906174511 0.4977 -0.0154 27.4561 361.74 378.24 19555.09 -1355.1 1406.54 92706.29 -39.659144235 84.8800140353 6963.55978589
0.4251 -0.1423 14.3738 0.450176776167 -0.046247490914 15.0044293942 0.1521 0.0277 18.4799 -1557.6 893.14 11437.36 -240.7 -448.29 9396.16 -125.252083992 -21.427001219 1636.74469236
0.4639 -0.0545 31.5871 0.974257117397 -0.209637704605 39.0687608526 0.6993 -0.077 34.8892 706.62 -1168.27 11389.57 1200.14 249.58 17415.15 203.593481156 -11.2908815836 2639.98708954
0.4325 -0.0035 -82.5292 0.953640421852 0.103899243841 -78.4378333644 2.197 0.3787 -69.5495 2751.3 -249.95 17189.88 1211.06 1124.89 11109.61 363.851381103 105.195393758 2690.39037837
0.4325 -0.0035 -82.5292 0.218433889124 -0.0552936375461 -83.6710110133 2.197 0.3787 -69.5495 2751.3 -249.95 17189.88 1211.06 1124.89 11109.61 242.978403279 53.7963488559 1916.43931532
0.4468 -0.0468 -52.3216 0.926707487616 0.0471681124424 -62.7682763825 0.6033 -0.2615 -46.4341 -565.76 528.8 13043.93 -126.76 -1191.2 22118.15 -8.90525565062 -99.9247028662 2949.83459227
0.4352 -0.012 79.4629 1.72062334265 -0.313481999238 116.766265578 1.5205 -0.3121 111.9098 1606.12 795.68 35932.84 2158.87 -827.89 55843.01 290.85245131 40.978570663 7124.21756274
0.4306 -0.0631 -42.1051 1.24570732477 0.237143397632 -55.8354485044 0.7939 -0.1077 -24.4876 -98.93 -988.11 15895.67 -310.04 678.02 12253.91 22.1147585447 -48.2591866298 3120.0984425
0.4306 -0.0631 -42.1051 1.28374799108 0.266061057746 -58.4526075696 0.7939 -0.1077 -24.4876 -98.93 -988.11 15895.67 -310.04 678.02 12253.91 -97.0466944419 -32.6239379724 2408.40477374
0.4229 -0.069 -89.7237 0.486383654283 -0.351304776989 -80.2045549537 0.5014 -0.397 -78.4271 951.99 -1007.88 28227.65 -659.53 80.83 10694.91 -61.9479368376 -125.275261579 3420.84642332
0.4504 -0.0277 -86.6254 1.30101593734 -1.3379760697 -119.608136424 0.0931 0.0266 -67.4755 -212.21 1397.58 24236.2 -686.33 -383.11 14499.43 -44.4447950888 92.1491542133 2462.31551739
0.4726 -0.0102 31.4995 0.179003898791 -0.0151602704321 35.8327442734 0.1873 -0.0006 35.6129 -445.34 -62.55 3757.66 -1548.86 -1771.26 35881.34 -223.730679353 -188.903534877 3076.85836776
0.4339 0.0006 9.2541 -0.290482576597 -0.330341585737 21.0462516306 -1.3558 -0.696 43.7499 -2000.69 -87.49 48654.78 -1003.26 -938.48 15333.86 -223.599497858 -83.8558513215 4205.13463623
0.4419 -0.0264 39.048 0.531798402025 0.0224925486444 23.0711386239 -0.016 -0.7041 66.9024 -1385.92 -520.07 76537.53 -252.02 -1642.17 54693.51 -39.9560430833 -164.950009367 9076.13328502
0.4303 -0.0559 -28.2472 1.59247916069 0.312520965993 -48.530075489 0.3389 -0.0122 -23.4563 -1405.93 -767.55 39606.73 -900.4 172.33 6506.5 -262.013468859 -73.7375661605 4662.48160209
0.4303 -0.0559 -28.2472 -1.24479332353 -0.422322389034 8.21184004346 0.3389 -0.0122 -23.4563 -1405.93 -767.55 39606.73 -900.4 172.33 6506.5 -100.096312817 -28.200418486 2234.58149651
0.4303 -0.0559 -28.2472 -2.17654272516 -0.660262247872 26.7653144183 0.3389 -0.0122 -23.4563 -1405.93 -767.55 39606.73 -900.4 172.33 6506.5 -117.686253804 -38.5936611623 2355.64634124
0.4743 -0.0059 97.6837 -1.0165984796 -0.246401670422 106.716686348 -0.8238 -0.2088 105.4901 -1195.8 -255.42 11359.57 -7042.84 -1641.35 40390.8 -732.139588194 -199.923125998 4767.05362202
0.473 -0.0643 -15.5977 0.549266406545 -0.652941277669 -16.733492745 0.9537 0.3574 13.9264 1159.23 707.99 35807.49 -435.57 1106.15 19187.42 27.3556760892 152.901254194 4475.50534727
0.4164 -0.0308 2.0191 -0.197175036651 -0.324434996385 19.6037027344 -0.0286 -0.2361 13.2504 -560.41 -268.37 40800.44 -1020.85 -549.49 12576.1 -102.068301762 12.0481202702 3363.48010356
0.4668 -0.0668 3.4253 2.92048224805 1.72997110728 49.2088594985 4.1176 2.9498 69.3435 2685.95 1592.69 32174.22 544.36 1702.92 22178.29 280.807525414 307.872776426 5135.33147628
0.4243 -0.0056 76.0702 -1.16966777413 -0.688493245641 97.1150915371 -0.7449 -0.5122 92.2905 -4897.55 -2890.7 60540.64 -2645.26 -268.78 24696.02 -601.973020415 -202.259603214 6515.26426442
0.5 -0.0873 -97.6291 0.508476751203 -0.539752067294 -52.0029968171 0.3627 -0.0619 -81.271 508.0 -1061.64 78978.51 -102.89 -336.31 2938.7 -40.1632399647 -140.020224971 5842.10426278
0.4957 -0.0962 -39.8106 0.917599713841 -0.832666701182 -11.8256393317 0.898 -0.8534 -0.2225 467.22 631.06 33873.23 -573.36 -734.23 38174.13 75.7121598242 -62.1854239111 6229.0695186
0.4354 -0.0481 0.525 1.21881403172 -0.95223070041 53.9517660895 1.2081 -0.9308 52.757 724.25 -2212.69 100048.77 2725.28 -2045.03 145470.83 255.290042786 -362.814242369 18130.1331858
0.4153 0.0009 36.606 1.00309379306 0.195222294104 28.5606770733 -0.1013 -0.1391 44.8939 -627.01 -923.76 18269.53 -2586.78 -48.4 29260.81 -119.763374323 -46.6245726352 2032.6310633
0.4597 -0.0437 4.092 2.53199034632 -0.173803547659 13.4678880075 5.1679 0.5562 23.524 5432.32 753.25 19369.63 1433.09 1149.15 6828.56 389.996670921 101.563722153 1492.10389448
0.4729 -0.065 -1.0383 1.96180936632 -1.56592097835 13.8018287978 0.8365 -0.4243 2.6291 2741.06 -4009.71 34032.11 3369.14 -2183.74 26608.4 572.581836395 -562.929377263 5305.23965457
0.4403 -0.0342 64.7887 2.40020182038 -0.47779260231 101.602778697 1.6464 -0.4692 86.1036 47.93 344.37 9497.21 2662.98 -377.93 46288.94 145.731254642 24.3038359328 3521.14176122
0.452 -0.0437 87.1576 1.78878070827 0.614148754088 100.064877182 1.9858 0.7082 102.0714 1607.78 1014.32 22396.24 8323.76 3612.8 78239.08 950.057086744 432.350700438 9765.2923177
0.4391 -0.0151 -44.1862 0.285059280361 0.920720039074 -24.0190632066 0.1993 1.3759 -11.4339 -770.44 545.87 20569.08 152.93 2680.82 68582.61 -29.0076896045 237.802623852 5701.02878344
0.4782 -0.0743 36.5404 0.511086688412 -1.48358390833 101.338968282 0.4823 -0.5663 58.147 -269.12 -633.33 16799.05 356.14 -2104.77 111867.91 -24.3266900087 -271.41934115 11539.682845
0.3937 -0.0719 -52.6526 0.667579622889 -0.690520211348 -68.9102179254 0.3547 0.284 -47.091 -66.73 511.08 26392.44 -438.3 1086.85 9345.1 14.9232161261 105.754237943 3043.07637783
0.4335 -0.0329 44.5722 0.926959744337 0.718836682197 30.5897553759 0.11 -0.5866 53.5395 -2169.75 -2914.35 42277.29 -235.49 -924.53 25196.41 -178.472643742 -255.225842209 5158.00640218
0.4698 -0.0685 56.2135 -0.00160018358747 -0.133486407468 62.8399570822 -0.2704 -0.167 66.5871 -888.67 322.59 20823.74 -3310.68 -858.32 37404.53 -295.659990812 -128.49304917 4645.36752881
0.4699 -0.0566 -16.0258 -0.0304271952702 0.0523154741579 3.47562417481 -0.407 0.1605 15.1169 -934.54 1012.45 28152.18 -261.3 -667.03 8764.14 -119.016650155 0.236655849507 2695.703947
0.3924 -0.035 -14.7891 1.17118986412 0.428241913965 7.238155744 0.427 0.0293 -11.8704 1069.06 727.83 9845.8 -305.99 -318.23 9679.61 124.05536233 18.3058221773 2323.97928854
0.4799 -0.0539 41.6707 -0.238041773457 0.314349257911 46.1888636492 -0.3906 0.389 47.3424 -2444.65 729.73 12484.1 -2229.39 1469.55 22990.57 -358.472607904 131.439504904 2475.28621366
0.48 -0.0343 -19.5248 1.2689918135 -2.20135994983 27.9775584955 0.7035 -0.863 1.8927 797.35 -47.85 14504.12 -269.21 -1202.43 9871.45 88.9082197599 -82.3018501256 2488.31230386
0.4239 -0.0552 -31.8424 0.265777906825 -0.033790221325 -29.4769316068 -0.5251 0.5353 -20.6825 -492.61 1046.95 12081.76 -4271.48 2381.25 40883.81 -289.971580357 190.886962983 3024.29971325
0.4486 0.0281 36.1337 -0.0791342128371 -1.06032647142 51.3228049308 -0.0067 -0.7272 44.7559 430.99 -59.29 10982.69 -835.28 -1664.96 22631.48 -24.5936133091 -169.947243825 2525.41870806
0.4486 0.0281 36.1337 0.173974503916 0.0474017034803 29.6969861033 -0.0067 -0.7272 44.7559 430.99 -59.29 10982.69 -835.28 -1664.96 22631.48 1.93307682162 -84.2292144114 2550.83901404
0.4199 -0.0193 34.6349 2.40906525101 -0.737017182983 2.67410197854 -2.4674 0.8592 86.0051 -454.51 175.63 11772.85 -7353.35 2379.29 121643.04 -778.502413815 256.509116132 13393.2212415
0.4011 0.0023 -19.4748 -0.0499367878874 0.0606599532489 -16.9534711931 -0.2829 0.0691 -15.7278 -1731.62 699.39 9057.6 -4707.35 -714.64 25086.11 -602.078295195 11.3189733134 3314.83650206
